BHK,Rent,Size,Bathroom,Price per Square Foot,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Area Type_Carpet Area,Area Type_Super Area,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Cluster
2,10000,730,2,13,1,0,0,1,1,0,0,0,0,1,0,0
3,22000,1400,2,15,1,0,0,1,1,0,0,0,0,1,0,0
2,10000,900,2,11,1,0,0,1,1,0,0,0,0,1,0,0
1,6500,506,1,12,0,1,0,1,1,0,0,0,0,1,0,0
2,7000,749,2,9,0,1,0,1,1,0,0,0,0,1,0,0
1,18000,520,1,34,1,0,0,1,1,0,0,0,0,1,0,0
2,7000,850,2,8,0,1,0,1,1,0,0,0,0,1,0,0
2,22000,1000,2,22,1,0,0,1,1,0,0,0,0,0,1,0
1,7000,600,1,11,0,1,0,1,1,0,0,0,0,0,0,0
1,15000,1900,1,7,1,0,1,0,1,0,0,0,0,1,0,0
2,8000,600,1,13,1,0,1,0,1,0,0,0,0,1,0,0
1,7000,500,1,14,0,1,0,1,1,0,0,0,0,1,0,0
1,9000,550,1,16,0,1,0,1,1,0,0,0,0,1,0,0
2,9800,1200,2,8,0,1,0,1,1,0,0,0,0,1,0,0
3,14500,1107,2,13,1,0,1,0,1,0,0,0,0,1,0,0
1,15000,550,1,27,1,0,1,0,1,0,0,0,0,1,0,0
2,22000,1150,2,19,1,0,1,0,1,0,0,0,0,1,0,0
2,9000,600,2,15,0,1,0,1,1,0,0,0,0,1,0,0
3,18000,1235,2,14,1,0,0,1,1,0,0,0,0,1,0,0
1,8500,600,2,14,0,1,0,1,1,0,0,0,0,1,0,0
1,6500,400,2,16,1,0,0,1,1,0,0,0,0,1,0,0
3,40000,1400,3,28,1,0,1,0,1,0,0,0,0,1,0,0
3,17000,800,2,21,0,1,1,0,1,0,0,0,0,1,0,0
2,12000,700,2,17,0,1,0,1,1,0,0,0,0,1,0,0
2,30000,900,2,33,1,0,1,0,1,0,0,0,0,1,0,0
1,4000,400,1,10,0,1,0,1,1,0,0,0,0,1,0,0
2,14000,850,2,16,0,0,0,1,1,0,0,0,0,1,0,0
3,25000,1415,2,17,0,0,0,1,1,0,0,0,0,1,0,0
1,8000,281,1,28,0,1,1,0,1,0,0,0,0,1,0,0
1,12500,600,1,20,0,0,0,1,1,0,0,0,0,1,0,0
5,100000,6000,4,16,1,0,0,1,1,0,0,0,0,1,0,0
2,14000,1050,2,13,0,1,1,0,1,0,0,0,0,0,0,0
1,7500,390,1,19,0,1,1,0,1,0,0,0,0,1,0,0
3,17500,950,2,18,1,0,1,0,1,0,0,0,0,1,0,0
3,27000,1500,3,18,1,0,1,0,1,0,0,0,0,0,1,0
2,16500,200,2,82,0,1,1,0,1,0,0,0,0,1,0,0
2,12000,926,2,12,1,0,0,1,1,0,0,0,0,1,0,0
3,45000,1700,3,26,1,0,1,0,1,0,0,0,0,0,0,0
2,15000,1068,2,14,1,0,1,0,1,0,0,0,0,0,1,0
3,14000,1800,3,7,1,0,1,0,1,0,0,0,0,0,1,0
2,17000,590,2,28,1,0,1,0,1,0,0,0,0,1,0,0
3,34999,1400,3,24,1,0,1,0,1,0,0,0,0,1,0,0
1,7000,550,1,12,1,0,1,0,1,0,0,0,0,1,0,0
1,10500,520,1,20,1,0,0,1,1,0,0,0,0,1,0,0
2,15000,900,2,16,1,0,0,1,1,0,0,0,0,1,0,0
2,10000,700,2,14,1,0,0,1,1,0,0,0,0,1,0,0
1,7000,400,1,17,1,0,0,1,1,0,0,0,0,1,0,0
4,200000,2280,4,87,1,0,1,0,1,0,0,0,0,1,0,1
2,12000,826,2,14,1,0,0,1,1,0,0,0,0,1,0,0
2,10000,1050,2,9,1,0,0,1,1,0,0,0,0,1,0,0
2,15000,700,2,21,1,0,0,1,1,0,0,0,0,1,0,0
2,19000,800,2,23,1,0,1,0,1,0,0,0,0,1,0,0
2,25000,850,2,29,0,0,0,1,1,0,0,0,0,1,0,0
1,10000,502,1,19,0,1,0,1,1,0,0,0,0,1,0,0
2,13000,925,2,14,0,1,1,0,1,0,0,0,0,0,0,0
2,12500,500,1,25,0,1,0,1,1,0,0,0,0,1,0,0
2,10000,950,2,10,0,1,0,1,1,0,0,0,0,1,0,0
2,16000,930,2,17,1,0,0,1,1,0,0,0,0,1,0,0
2,11000,950,2,11,1,0,1,0,1,0,0,0,0,0,1,0
2,13000,800,2,16,1,0,1,0,1,0,0,0,0,1,0,0
2,15000,950,1,15,1,0,0,1,1,0,0,0,0,0,1,0
3,15000,1100,2,13,0,1,1,0,1,0,0,0,0,0,1,0
2,20000,750,3,26,0,1,0,1,1,0,0,0,0,1,0,0
2,12000,1000,2,12,1,0,0,1,1,0,0,0,0,1,0,0
2,600000,950,2,631,0,1,1,0,1,0,0,0,0,0,0,2
2,11000,800,2,13,1,0,0,1,1,0,0,0,0,0,1,0
1,10000,500,1,20,0,1,1,0,1,0,0,0,0,0,0,0
3,30000,1500,3,20,1,0,1,0,1,0,0,0,0,1,0,0
1,8000,550,1,14,0,0,0,1,1,0,0,0,0,1,0,0
1,7000,400,1,17,1,0,0,1,1,0,0,0,0,1,0,0
1,10000,550,1,18,0,1,1,0,1,0,0,0,0,0,0,0
2,9300,730,1,12,0,1,0,1,1,0,0,0,0,1,0,0
2,10500,1000,2,10,1,0,1,0,1,0,0,0,0,0,1,0
2,16000,975,2,16,1,0,1,0,1,0,0,0,0,1,0,0
2,20000,1800,2,11,1,0,0,1,1,0,0,0,0,1,0,0
2,9000,745,2,12,1,0,0,1,1,0,0,0,0,1,0,0
2,18000,900,2,20,1,0,1,0,1,0,0,0,0,0,1,0
2,10000,600,2,16,0,1,0,1,1,0,0,0,0,0,1,0
2,16000,600,2,26,0,1,0,1,1,0,0,0,0,1,0,0
1,13500,450,1,30,0,1,1,0,1,0,0,0,0,0,0,0
2,16000,1030,2,15,1,0,0,1,1,0,0,0,0,1,0,0
2,8500,833,2,10,0,1,0,1,1,0,0,0,0,1,0,0
2,15000,1000,2,15,1,0,0,1,1,0,0,0,0,1,0,0
2,8200,840,2,9,0,1,1,0,1,0,0,0,0,1,0,0
2,20000,750,2,26,0,0,1,0,1,0,0,0,0,0,1,0
2,9000,950,2,9,1,0,0,1,1,0,0,0,0,1,0,0
1,13500,550,1,24,1,0,0,1,1,0,0,0,0,1,0,0
3,26000,1125,2,23,1,0,0,1,1,0,0,0,0,1,0,0
2,11000,700,2,15,0,1,1,0,1,0,0,0,0,1,0,0
2,18000,1100,2,16,1,0,0,1,1,0,0,0,0,1,0,0
2,10000,700,2,14,0,1,0,1,1,0,0,0,0,1,0,0
3,40000,1250,3,32,1,0,1,0,1,0,0,0,0,0,0,0
2,24000,1100,2,21,0,1,0,1,1,0,0,0,0,1,0,0
1,18000,475,1,37,1,0,1,0,1,0,0,0,0,1,0,0
2,11000,530,1,20,1,0,0,1,1,0,0,0,0,1,0,0
2,23000,1050,2,21,1,0,1,0,1,0,0,0,0,0,1,0
2,11000,830,2,13,1,0,0,1,1,0,0,0,0,0,1,0
2,8000,809,2,9,0,1,0,1,1,0,0,0,0,1,0,0
2,15000,900,2,16,1,0,0,1,1,0,0,0,0,1,0,0
1,9500,700,1,13,1,0,0,1,1,0,0,0,0,1,0,0
2,13500,1150,2,11,1,0,0,1,1,0,0,0,0,0,0,0
1,11000,750,1,14,1,0,0,1,1,0,0,0,0,1,0,0
2,13000,920,2,14,1,0,0,1,1,0,0,0,0,1,0,0
2,25000,1050,2,23,1,0,1,0,1,0,0,0,0,0,1,0
2,12000,1800,2,6,0,1,0,1,1,0,0,0,0,1,0,0
2,25000,1000,2,25,1,0,1,0,1,0,0,0,0,0,0,0
3,8500,1062,2,8,1,0,1,0,1,0,0,0,0,1,0,0
2,8500,800,2,10,0,1,0,1,1,0,0,0,0,1,0,0
1,5000,450,1,11,0,1,0,1,1,0,0,0,0,1,0,0
2,8500,900,1,9,0,1,0,1,1,0,0,0,0,1,0,0
4,100000,2240,4,44,0,0,1,0,1,0,0,0,0,1,0,0
1,7500,500,1,15,0,1,0,1,1,0,0,0,0,1,0,0
1,7000,750,1,9,0,1,0,1,1,0,0,0,0,1,0,0
3,26000,1400,3,18,1,0,0,1,1,0,0,0,0,1,0,0
2,12000,1200,2,10,1,0,1,0,1,0,0,0,0,0,0,0
2,18000,1424,2,12,1,0,0,1,1,0,0,0,0,1,0,0
1,13000,450,1,28,0,1,0,1,1,0,0,0,0,0,0,0
3,160000,2700,2,59,0,0,0,1,1,0,0,0,0,0,0,1
2,8000,805,2,9,0,1,0,1,1,0,0,0,0,1,0,0
1,6000,434,1,13,0,1,0,1,1,0,0,0,0,1,0,0
2,12500,1000,2,12,1,0,0,1,1,0,0,0,0,1,0,0
1,6500,595,1,10,1,0,0,1,1,0,0,0,0,1,0,0
2,10000,685,2,14,0,1,0,1,1,0,0,0,0,1,0,0
2,12500,1075,2,11,1,0,0,1,1,0,0,0,0,1,0,0
3,22000,1100,3,20,1,0,1,0,1,0,0,0,0,0,0,0
2,17000,950,2,17,0,1,1,0,1,0,0,0,0,0,1,0
3,20000,1500,3,13,0,1,0,1,1,0,0,0,0,0,0,0
3,22000,1100,2,20,1,0,0,1,1,0,0,0,0,1,0,0
2,11500,1100,2,10,1,0,1,0,1,0,0,0,0,0,0,0
3,23000,1000,3,23,0,1,1,0,1,0,0,0,0,0,0,0
2,19000,800,2,23,1,0,0,1,1,0,0,0,0,1,0,0
3,45000,1500,2,30,1,0,0,1,1,0,0,0,0,1,0,0
3,17000,1250,2,13,1,0,0,1,1,0,0,0,0,1,0,0
2,9500,650,2,14,0,1,1,0,1,0,0,0,0,1,0,0
3,45000,1650,3,27,0,1,0,1,1,0,0,0,0,1,0,0
4,60000,2317,4,25,0,1,0,1,1,0,0,0,0,1,0,0
2,12000,950,2,12,1,0,0,1,1,0,0,0,0,0,1,0
3,40000,1700,3,23,0,0,0,1,1,0,0,0,0,1,0,0
3,16000,1300,2,12,0,0,0,1,1,0,0,0,0,1,0,0
2,9000,805,2,11,1,0,0,1,1,0,0,0,0,1,0,0
2,35000,1109,2,31,1,0,0,1,1,0,0,0,0,1,0,0
1,4000,300,1,13,0,1,0,1,1,0,0,0,0,0,0,0
2,11000,700,1,15,0,1,0,1,1,0,0,0,0,1,0,0
2,9500,950,2,10,1,0,0,1,1,0,0,0,0,1,0,0
3,25000,1290,3,19,0,1,0,1,1,0,0,0,0,1,0,0
2,10000,950,2,10,0,1,0,1,1,0,0,0,0,1,0,0
1,12000,400,1,30,0,0,0,1,1,0,0,0,0,1,0,0
2,19397,2000,2,9,0,0,0,1,1,0,0,0,0,1,0,0
2,12000,939,2,12,1,0,0,1,1,0,0,0,0,1,0,0
3,10000,1200,3,8,0,1,1,0,1,0,0,0,0,1,0,0
2,20000,1800,2,11,1,0,0,1,1,0,0,0,0,1,0,0
3,15000,1200,2,12,0,1,1,0,1,0,0,0,0,1,0,0
2,28000,1200,2,23,1,0,0,1,1,0,0,0,0,0,1,0
3,10000,1750,3,5,0,1,0,1,1,0,0,0,0,1,0,0
1,3500,300,1,11,0,1,0,1,1,0,0,0,0,1,0,0
1,8000,650,1,12,0,1,1,0,1,0,0,0,0,0,0,0
2,13500,950,2,14,1,0,0,1,1,0,0,0,0,1,0,0
3,36000,1610,3,22,1,0,0,1,1,0,0,0,0,0,1,0
2,15000,900,2,16,0,1,0,1,1,0,0,0,0,1,0,0
1,5000,550,1,9,0,1,1,0,1,0,0,0,0,1,0,0
2,10000,700,2,14,0,1,0,1,1,0,0,0,0,1,0,0
2,10000,800,2,12,0,1,0,1,1,0,0,0,0,1,0,0
2,8500,580,2,14,1,0,0,1,1,0,0,0,0,1,0,0
2,11000,950,2,11,1,0,0,1,1,0,0,0,0,1,0,0
1,8000,700,1,11,0,1,1,0,1,0,0,0,0,1,0,0
2,12000,600,1,20,1,0,0,1,1,0,0,0,0,1,0,0
1,5000,200,1,25,1,0,0,1,1,0,0,0,0,1,0,0
1,7000,600,1,11,1,0,0,1,1,0,0,0,0,1,0,0
2,15000,550,2,27,0,1,0,1,1,0,0,0,0,1,0,0
1,10000,600,1,16,0,1,0,1,1,0,0,0,0,1,0,0
3,37500,1680,3,22,1,0,0,1,1,0,0,0,0,0,1,0
2,7000,1100,2,6,0,1,1,0,1,0,0,0,0,1,0,0
1,6500,600,1,10,0,1,0,1,1,0,0,0,0,1,0,0
2,16000,820,2,19,1,0,1,0,1,0,0,0,0,0,1,0
3,34000,1125,3,30,1,0,1,0,1,0,0,0,0,0,1,0
2,11500,973,2,11,1,0,1,0,1,0,0,0,0,0,1,0
2,15000,780,1,19,0,0,0,1,1,0,0,0,0,1,0,0
1,8000,400,1,20,0,1,0,1,1,0,0,0,0,1,0,0
4,220000,4000,4,55,1,0,0,1,1,0,0,0,0,1,0,1
2,22000,1000,2,22,1,0,1,0,1,0,0,0,0,1,0,0
3,85000,3500,3,24,1,0,1,0,1,0,0,0,0,1,0,0
1,6000,350,1,17,1,0,0,1,1,0,0,0,0,1,0,0
2,14000,800,2,17,1,0,1,0,1,0,0,0,0,0,0,0
2,11500,700,2,16,0,1,0,1,1,0,0,0,0,1,0,0
1,6000,550,1,10,0,1,0,1,1,0,0,0,0,1,0,0
3,24000,2100,4,11,1,0,0,1,1,0,0,0,0,1,0,0
3,32000,1700,3,18,1,0,0,1,1,0,0,0,0,1,0,0
3,16000,1420,2,11,1,0,1,0,1,0,0,0,0,1,0,0
2,13000,950,2,13,1,0,1,0,1,0,0,0,0,1,0,0
2,14000,780,2,17,1,0,0,1,1,0,0,0,0,1,0,0
1,7500,800,1,9,0,1,1,0,1,0,0,0,0,0,0,0
2,10000,500,1,20,1,0,0,1,1,0,0,0,0,1,0,0
2,18500,1000,2,18,1,0,0,1,1,0,0,0,0,1,0,0
2,12000,750,2,16,0,1,0,1,1,0,0,0,0,1,0,0
2,17000,1200,2,14,0,1,1,0,1,0,0,0,0,1,0,0
3,35000,1152,3,30,1,0,1,0,1,0,0,0,0,0,1,0
2,9000,843,2,10,1,0,0,1,1,0,0,0,0,1,0,0
2,13000,900,2,14,0,1,0,1,1,0,0,0,0,1,0,0
2,27999,1250,2,22,1,0,1,0,1,0,0,0,0,1,0,0
2,11000,650,2,16,0,1,0,1,1,0,0,0,0,1,0,0
4,140000,2600,4,53,1,0,1,0,1,0,0,0,0,1,0,1
1,12000,700,1,17,0,1,0,1,1,0,0,0,0,1,0,0
2,13000,720,2,18,0,1,1,0,1,0,0,0,0,0,1,0
4,250000,3500,4,71,1,0,1,0,1,0,0,0,0,1,0,1
4,80000,3000,4,26,0,1,1,0,1,0,0,0,0,0,0,0
2,22999,1144,2,20,1,0,1,0,1,0,0,0,0,1,0,0
3,36000,1750,3,20,0,1,1,0,1,0,0,0,0,0,0,0
3,70000,1450,2,48,0,1,0,1,1,0,0,0,0,1,0,0
2,12500,590,1,21,0,1,0,1,1,0,0,0,0,1,0,0
2,18000,900,2,20,1,0,0,1,1,0,0,0,0,1,0,0
2,10000,800,1,12,1,0,0,1,1,0,0,0,0,1,0,0
2,18000,1000,2,18,1,0,0,1,1,0,0,0,0,1,0,0
3,37000,1650,3,22,1,0,0,1,1,0,0,0,0,0,1,0
2,18000,700,2,25,1,0,1,0,1,0,0,0,0,1,0,0
3,25000,1280,2,19,1,0,0,1,1,0,0,0,0,1,0,0
2,10000,700,2,14,0,1,0,1,1,0,0,0,0,1,0,0
2,15000,980,2,15,0,1,0,1,1,0,0,0,0,1,0,0
2,15000,900,2,16,1,0,1,0,1,0,0,0,0,1,0,0
1,9000,450,1,20,0,1,0,1,1,0,0,0,0,0,1,0
2,14000,1200,2,11,0,1,0,1,1,0,0,0,0,1,0,0
2,8500,650,2,13,1,0,0,1,1,0,0,0,0,1,0,0
3,35000,1903,3,18,1,0,0,1,1,0,0,0,0,1,0,0
2,10000,650,1,15,1,0,0,1,1,0,0,0,0,1,0,0
1,5000,450,1,11,0,1,1,0,1,0,0,0,0,1,0,0
2,23000,900,2,25,0,1,1,0,1,0,0,0,0,0,0,0
2,15000,550,1,27,0,1,0,1,1,0,0,0,0,0,1,0
2,18500,750,2,24,1,0,0,1,1,0,0,0,0,1,0,0
2,28000,1000,2,28,1,0,0,1,1,0,0,0,0,1,0,0
3,32000,1050,3,30,1,0,1,0,1,0,0,0,0,0,1,0
1,14000,650,2,21,0,0,1,0,1,0,0,0,0,0,1,0
1,7000,400,1,17,1,0,0,1,1,0,0,0,0,1,0,0
3,33000,1075,3,30,1,0,1,0,1,0,0,0,0,0,1,0
3,100000,2000,3,50,1,0,1,0,1,0,0,0,0,0,0,0
2,18000,720,2,25,1,0,0,1,1,0,0,0,0,1,0,0
3,16000,1000,2,16,0,1,1,0,1,0,0,0,0,0,0,0
1,8500,500,1,17,0,1,0,1,1,0,0,0,0,1,0,0
2,10000,900,2,11,0,0,0,1,1,0,0,0,0,1,0,0
2,13500,900,2,15,1,0,0,1,1,0,0,0,0,1,0,0
2,19000,900,2,21,1,0,0,1,1,0,0,0,0,1,0,0
1,11500,1000,2,11,0,1,0,1,1,0,0,0,0,1,0,0
3,22000,1300,3,16,1,0,0,1,1,0,0,0,0,0,1,0
3,12000,1383,3,8,1,0,0,1,1,0,0,0,0,0,0,0
2,10000,800,2,12,1,0,1,0,1,0,0,0,0,0,0,0
2,15000,1500,2,10,0,1,1,0,1,0,0,0,0,0,0,0
3,35000,1350,2,25,1,0,1,0,1,0,0,0,0,0,0,0
3,70000,2000,3,35,1,0,1,0,1,0,0,0,0,0,0,0
3,32000,1200,2,26,0,1,1,0,1,0,0,0,0,0,0,0
3,35000,1912,3,18,0,1,1,0,1,0,0,0,0,0,0,0
1,10000,500,1,20,0,1,1,0,1,0,0,0,0,0,0,0
2,11000,950,2,11,0,1,0,1,1,0,0,0,0,0,0,0
2,12000,1000,2,12,0,1,1,0,1,0,0,0,0,0,0,0
3,40000,1600,3,25,0,1,1,0,1,0,0,0,0,0,0,0
2,8000,900,2,8,0,1,0,1,1,0,0,0,0,1,0,0
3,20000,1265,2,15,1,0,0,1,1,0,0,0,0,1,0,0
3,12000,1060,2,11,1,0,0,1,1,0,0,0,0,1,0,0
2,15000,1050,2,14,1,0,0,1,1,0,0,0,0,1,0,0
3,27000,1500,3,18,0,1,1,0,1,0,0,0,0,0,0,0
2,13000,890,2,14,0,1,1,0,1,0,0,0,0,0,0,0
2,9000,700,3,12,0,1,1,0,1,0,0,0,0,1,0,0
3,25000,1146,2,21,1,0,1,0,1,0,0,0,0,1,0,0
1,12000,700,1,17,1,0,0,1,1,0,0,0,0,1,0,0
2,18000,800,2,22,1,0,1,0,1,0,0,0,0,0,0,0
2,9500,640,2,14,0,1,1,0,1,0,0,0,0,1,0,0
2,14000,909,2,15,1,0,0,1,1,0,0,0,0,1,0,0
4,40000,2400,3,16,0,1,1,0,1,0,0,0,0,0,0,0
4,70000,3800,4,18,1,0,1,0,1,0,0,0,0,1,0,0
2,15000,400,2,37,0,1,0,1,1,0,0,0,0,1,0,0
2,8500,886,2,9,0,1,0,1,1,0,0,0,0,0,1,0
3,27500,1570,3,17,1,0,0,1,1,0,0,0,0,1,0,0
2,15000,900,2,16,0,1,0,1,1,0,0,0,0,1,0,0
1,5000,400,1,12,0,1,0,1,1,0,0,0,0,1,0,0
2,26000,1600,2,16,1,0,0,1,1,0,0,0,0,1,0,0
2,14000,1000,2,14,0,1,0,1,1,0,0,0,0,1,0,0
2,20000,850,2,23,1,0,0,1,1,0,0,0,0,1,0,0
2,12000,750,2,16,0,1,0,1,1,0,0,0,0,1,0,0
2,17000,750,2,22,0,1,0,1,1,0,0,0,0,1,0,0
3,75000,2000,3,37,1,0,1,0,1,0,0,0,0,1,0,0
3,19500,1270,2,15,1,0,0,1,1,0,0,0,0,0,0,0
2,10000,2000,2,5,1,0,1,0,1,0,0,0,0,1,0,0
2,32000,1250,2,25,0,0,0,1,1,0,0,0,0,1,0,0
2,15000,1000,2,15,0,1,0,1,1,0,0,0,0,0,1,0
3,28000,1050,3,26,1,0,1,0,1,0,0,0,0,1,0,0
2,10677,800,2,13,1,0,0,1,1,0,0,0,0,1,0,0
3,50000,1625,3,30,0,0,0,1,1,0,0,0,0,1,0,0
3,32500,1535,3,21,0,1,0,1,1,0,0,0,0,1,0,0
2,23000,850,2,27,0,0,1,0,1,0,0,0,0,1,0,0
4,75000,3800,4,19,1,0,1,0,0,0,1,0,0,1,0,0
4,250000,4500,4,55,1,0,1,0,0,0,1,0,0,0,1,1
2,10000,1100,2,9,0,1,0,1,0,0,1,0,0,1,0,0
3,60000,3200,3,18,1,0,1,0,0,0,1,0,0,1,0,0
2,12000,647,1,18,0,1,0,1,0,0,1,0,0,1,0,0
3,48000,1798,3,26,1,0,0,1,0,0,1,0,0,1,0,0
3,58000,1700,3,34,0,0,1,0,0,0,1,0,0,1,0,0
2,14000,930,2,15,1,0,0,1,0,0,1,0,0,1,0,0
1,7000,150,1,46,0,1,0,1,0,0,1,0,0,1,0,0
2,13000,1200,2,10,1,0,0,1,0,0,1,0,0,1,0,0
2,11000,1250,2,8,0,1,0,1,0,0,1,0,0,1,0,0
2,9500,900,2,10,1,0,0,1,0,0,1,0,0,1,0,0
1,7500,500,1,15,1,0,0,1,0,0,1,0,0,1,0,0
2,14000,900,2,15,1,0,1,0,0,0,1,0,0,0,0,0
2,16000,1100,2,14,0,0,0,1,0,0,1,0,0,0,1,0
3,18000,1500,3,12,1,0,0,1,0,0,1,0,0,1,0,0
1,8200,500,1,16,0,1,0,1,0,0,1,0,0,1,0,0
3,12000,1300,3,9,0,0,1,0,0,0,1,0,0,1,0,0
1,10000,300,1,33,0,0,0,1,0,0,1,0,0,1,0,0
2,13000,800,2,16,1,0,0,1,0,0,1,0,0,1,0,0
3,22000,1400,2,15,1,0,1,0,0,0,1,0,0,1,0,0
1,10500,500,1,21,0,0,0,1,0,0,1,0,0,1,0,0
2,11000,750,2,14,0,1,0,1,0,0,1,0,0,1,0,0
3,20000,1200,3,16,1,0,0,1,0,0,1,0,0,1,0,0
3,14000,1350,2,10,1,0,1,0,0,0,1,0,0,1,0,0
2,12500,1400,2,8,0,1,0,1,0,0,1,0,0,1,0,0
1,10500,450,1,23,0,1,0,1,0,0,1,0,0,1,0,0
3,30000,2061,3,14,0,0,0,1,0,0,1,0,0,1,0,0
2,11000,100,2,110,0,0,0,1,0,0,1,0,0,0,1,0
2,9000,1100,2,8,1,0,0,1,0,0,1,0,0,1,0,0
3,35000,1650,3,21,1,0,1,0,0,0,1,0,0,0,1,0
3,23382,1500,3,15,1,0,0,1,0,0,1,0,0,1,0,0
2,9500,1140,2,8,1,0,0,1,0,0,1,0,0,1,0,0
2,9000,990,2,9,0,1,0,1,0,0,1,0,0,0,0,0
3,60000,1700,3,35,1,0,0,1,0,0,1,0,0,1,0,0
2,11000,1200,2,9,0,1,0,1,0,0,1,0,0,1,0,0
2,11000,850,2,12,0,1,0,1,0,0,1,0,0,1,0,0
2,11000,900,2,12,0,1,0,1,0,0,1,0,0,1,0,0
2,8000,800,2,10,1,0,0,1,0,0,1,0,0,1,0,0
2,9000,1000,2,9,0,1,0,1,0,0,1,0,0,0,0,0
2,8000,1020,2,7,1,0,0,1,0,0,1,0,0,1,0,0
1,5500,300,1,18,0,1,0,1,0,0,1,0,0,1,0,0
2,12000,1800,2,6,1,0,0,1,0,0,1,0,0,1,0,0
3,25000,919,2,27,1,0,1,0,0,0,1,0,0,1,0,0
3,23000,25,3,920,1,0,1,0,0,0,1,0,0,1,0,0
2,12000,1050,2,11,1,0,0,1,0,0,1,0,0,1,0,0
2,6500,200,2,32,0,1,1,0,0,0,1,0,0,0,0,0
1,9000,450,1,20,0,1,0,1,0,0,1,0,0,1,0,0
4,25000,1000,3,25,1,0,0,1,0,0,1,0,0,1,0,0
3,12500,1250,2,10,1,0,1,0,0,0,1,0,0,0,0,0
3,45000,1900,3,23,0,1,1,0,0,0,1,0,0,0,0,0
2,27000,1500,2,18,1,0,0,1,0,0,1,0,0,1,0,0
3,75000,2395,3,31,1,0,1,0,0,0,1,0,0,0,1,0
2,9000,1800,2,5,0,0,0,1,0,0,1,0,0,1,0,0
2,12000,700,2,17,0,1,1,0,0,0,1,0,0,1,0,0
3,24000,1700,2,14,0,1,0,1,0,0,1,0,0,0,1,0
2,15000,1200,2,12,0,1,0,1,0,0,1,0,0,0,0,0
3,24000,1600,3,15,1,0,1,0,0,0,1,0,0,1,0,0
2,12000,745,2,16,0,1,0,1,0,0,1,0,0,1,0,0
3,27000,2210,3,12,1,0,0,1,0,0,1,0,0,0,1,0
3,30000,1450,3,20,1,0,1,0,0,0,1,0,0,1,0,0
3,20000,1400,3,14,1,0,0,1,0,0,1,0,0,0,1,0
3,22000,2000,3,11,0,0,1,0,0,0,1,0,0,0,0,0
4,25000,1815,3,13,1,0,0,1,0,0,1,0,0,1,0,0
2,23000,1000,1,23,1,0,0,1,0,0,1,0,0,1,0,0
2,12000,1000,2,12,0,1,0,1,0,0,1,0,0,1,0,0
2,18000,1200,3,15,0,1,0,1,0,0,1,0,0,1,0,0
3,55000,2430,3,22,1,0,0,1,0,0,1,0,0,0,0,0
1,5000,140,1,35,0,1,0,1,0,0,1,0,0,1,0,0
2,13000,1200,2,10,1,0,0,1,0,0,1,0,0,1,0,0
2,9000,1100,3,8,0,1,0,1,0,0,1,0,0,1,0,0
2,7000,800,2,8,0,1,1,0,0,0,1,0,0,0,0,0
3,28000,1500,3,18,1,0,0,1,0,0,1,0,0,1,0,0
2,15000,1200,2,12,1,0,0,1,0,0,1,0,0,1,0,0
3,14000,1350,3,10,1,0,0,1,0,0,1,0,0,1,0,0
5,45000,2300,3,19,0,1,1,0,0,0,1,0,0,0,0,0
1,12000,1300,2,9,0,0,0,1,0,0,1,0,0,1,0,0
2,12500,1000,2,12,1,0,0,1,0,0,1,0,0,1,0,0
2,13000,1210,2,10,0,1,0,1,0,0,1,0,0,1,0,0
2,9500,1050,2,9,0,1,0,1,0,0,1,0,0,1,0,0
3,35000,1600,3,21,1,0,1,0,0,0,1,0,0,0,1,0
1,4000,300,1,13,0,1,0,1,0,0,1,0,0,1,0,0
1,8000,300,1,26,1,0,0,1,0,0,1,0,0,1,0,0
2,12500,1010,2,12,0,1,1,0,0,0,1,0,0,0,0,0
3,65000,1850,3,35,0,0,1,0,0,0,1,0,0,0,0,0
2,13000,1300,2,10,1,0,1,0,0,0,1,0,0,0,0,0
2,12500,1100,2,11,0,1,1,0,0,0,1,0,0,0,0,0
3,45000,2200,3,20,1,0,1,0,0,0,1,0,0,1,0,0
1,6000,500,1,12,0,1,0,0,0,0,1,0,0,1,0,0
3,50000,2290,3,21,1,0,0,1,0,0,1,0,0,0,0,0
3,40000,1900,3,21,1,0,1,0,0,0,1,0,0,1,0,0
3,30000,1600,3,18,1,0,1,0,0,0,1,0,0,1,0,0
2,7000,800,1,8,0,1,0,1,0,0,1,0,0,1,0,0
3,25000,1600,3,15,0,0,0,1,0,0,1,0,0,1,0,0
1,9000,500,1,18,0,1,0,1,0,0,1,0,0,1,0,0
3,16000,1500,3,10,0,0,1,0,0,0,1,0,0,0,1,0
1,10500,650,1,16,1,0,0,1,0,0,1,0,0,1,0,0
4,100000,3300,4,30,1,0,1,0,0,0,1,0,0,0,1,0
2,9000,1200,2,7,0,1,0,1,0,0,1,0,0,1,0,0
2,11000,800,2,13,1,0,0,1,0,0,1,0,0,1,0,0
3,24000,1200,4,20,1,0,0,1,0,0,1,0,0,1,0,0
2,12000,1000,1,12,0,1,0,1,0,0,1,0,0,1,0,0
2,20000,1600,3,12,0,1,0,1,0,0,1,0,0,0,1,0
2,24000,1200,2,20,0,0,1,0,0,0,1,0,0,1,0,0
